Radix Sort Average MET,0.00651041666666666700
Radix Sort Average TFC,568748.000000


ITERATION END


BUBBLE SORT,16384,0.843750,134222265,Sun Aug 16 20:42:58 2020
INSERTION SORT,16384,0.171875,66852836,Sun Aug 16 20:42:58 2020
SELECTION SORT,16384,0.296875,134225919,Sun Aug 16 20:42:59 2020
MERGE SORT,16384,0.000000,458752,Sun Aug 16 20:42:59 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:42:59 2020
Radix Sort,16384,0.000000,606315,Sun Aug 16 20:42:59 2020
BUBBLE SORT,16384,0.906250,134222265,Sun Aug 16 20:43:00 2020
INSERTION SORT,16384,0.171875,66852836,Sun Aug 16 20:43:00 2020
SELECTION SORT,16384,0.312500,134225919,Sun Aug 16 20:43:00 2020
MERGE SORT,16384,0.000000,458752,Sun Aug 16 20:43:00 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:00 2020
Radix Sort,16384,0.000000,606315,Sun Aug 16 20:43:00 2020
BUBBLE SORT,16384,0.906250,134222265,Sun Aug 16 20:43:01 2020
INSERTION SORT,16384,0.171875,66852836,Sun Aug 16 20:43:01 2020
SELECTION SORT,16384,0.312500,134225919,Sun Aug 16 20:43:01 2020
MERGE SORT,16384,0.015625,458752,Sun Aug 16 20:43:01 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:02 2020
Radix Sort,16384,0.000000,606315,Sun Aug 16 20:43:02 2020
BUBBLE SORT,16384,0.890625,134222265,Sun Aug 16 20:43:02 2020
INSERTION SORT,16384,0.203125,66852836,Sun Aug 16 20:43:03 2020
SELECTION SORT,16384,0.312500,134225919,Sun Aug 16 20:43:03 2020
MERGE SORT,16384,0.000000,458752,Sun Aug 16 20:43:03 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:03 2020
Radix Sort,16384,0.015625,606315,Sun Aug 16 20:43:03 2020
BUBBLE SORT,16384,0.906250,134222265,Sun Aug 16 20:43:04 2020
INSERTION SORT,16384,0.171875,66852836,Sun Aug 16 20:43:04 2020
SELECTION SORT,16384,0.281250,134225919,Sun Aug 16 20:43:04 2020
MERGE SORT,16384,0.015625,458752,Sun Aug 16 20:43:04 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:04 2020
Radix Sort,16384,0.015625,606315,Sun Aug 16 20:43:04 2020
BUBBLE SORT,16384,0.921875,134222265,Sun Aug 16 20:43:05 2020
INSERTION SORT,16384,0.187500,66852836,Sun Aug 16 20:43:06 2020
SELECTION SORT,16384,0.296875,134225919,Sun Aug 16 20:43:06 2020
MERGE SORT,16384,0.000000,458752,Sun Aug 16 20:43:06 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:06 2020
Radix Sort,16384,0.000000,606315,Sun Aug 16 20:43:06 2020
BUBBLE SORT,16384,0.828125,134222265,Sun Aug 16 20:43:07 2020
INSERTION SORT,16384,0.171875,66852836,Sun Aug 16 20:43:07 2020
SELECTION SORT,16384,0.296875,134225919,Sun Aug 16 20:43:07 2020
MERGE SORT,16384,0.015625,458752,Sun Aug 16 20:43:07 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:07 2020
Radix Sort,16384,0.015625,606315,Sun Aug 16 20:43:07 2020
BUBBLE SORT,16384,0.906250,134222265,Sun Aug 16 20:43:08 2020
INSERTION SORT,16384,0.140625,66852836,Sun Aug 16 20:43:08 2020
SELECTION SORT,16384,0.296875,134225919,Sun Aug 16 20:43:09 2020
MERGE SORT,16384,0.015625,458752,Sun Aug 16 20:43:09 2020
QUICKSORT,16384,0.000000,318134,Sun Aug 16 20:43:09 2020
Radix Sort,16384,0.000000,606315,Sun Aug 16 20:43:09 2020
BUBBLE SORT,16384,0.859375,134222265,Sun Aug 16 20:43:10 2020
INSERTION SORT,16384,0.171875,66852836,Sun Aug 16 20:43:10 2020
